ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
214621_at	2.93e-13	1.18e-14	-8.9642684	22.841407	-1.30467592	GYS2	glycogen synthase 2
202011_at	2.93e-13	1.18e-14	-8.9641551	22.840831	-0.9248463	TJP1	tight junction protein 1
218156_s_at	2.95e-13	1.19e-14	8.9622108	22.830939	0.70562907	TSR1	TSR1, ribosome maturation factor
201455_s_at	3.02e-13	1.22e-14	-8.9573892	22.806409	-0.76612312	NPEPPS	aminopeptidase puromycin sensitive
214858_at	3.08e-13	1.25e-14	-8.9537251	22.787769	-0.37503069	PP14571	uncharacterized LOC100130449
202592_at	3.09e-13	1.25e-14	-8.9527401	22.782759	-0.55498206	BLOC1S1	biogenesis of lysosomal organelles complex 1 subunit 1
215027_at	3.10e-13	1.26e-14	-8.952248	22.780256	-0.36097038	RAPGEF3	Rap guanine nucleotide exchange factor 3
212359_s_at	3.11e-13	1.26e-14	-8.9510718	22.774273	-0.54922651	ZSWIM8	zinc finger SWIM-type containing 8
217073_x_at	3.12e-13	1.27e-14	-8.9501309	22.769486	-0.33160274	APOA1	apolipoprotein A1
218238_at	3.20e-13	1.30e-14	8.9450641	22.743714	0.82634039	GTPBP4	GTP binding protein 4
214765_s_at	3.20e-13	1.31e-14	-8.9449179	22.74297	-0.50432888	NAAA	N-acylethanolamine acid amidase
201672_s_at	3.24e-13	1.32e-14	8.9424375	22.730354	0.67424322	USP14	ubiquitin specific peptidase 14
208777_s_at	3.38e-13	1.38e-14	8.9340607	22.687751	0.61566809	PSMD11	proteasome 26S subunit, non-ATPase 11
200770_s_at	3.43e-13	1.41e-14	8.9306999	22.67066	0.69426042	LAMC1	laminin subunit gamma 1
204162_at	3.53e-13	1.45e-14	8.9251707	22.642543	0.87527332	NDC80	NDC80, kinetochore complex component
210470_x_at	3.54e-13	1.45e-14	8.9245784	22.639531	0.55405243	NONO	non-POU domain containing, octamer-binding
204078_at	3.55e-13	1.46e-14	8.9235951	22.634531	0.53423253	P3H4	prolyl 3-hydroxylase family member 4 (non-enzymatic)
204531_s_at	3.59e-13	1.47e-14	8.9213226	22.622977	0.49961754	BRCA1	BRCA1, DNA repair associated
208775_at	3.64e-13	1.50e-14	8.9183749	22.607989	0.69348041	XPO1	exportin 1
212501_at	3.77e-13	1.55e-14	8.9113793	22.572423	0.86084349	CEBPB	CCAAT/enhancer binding protein beta
219476_at	3.78e-13	1.56e-14	-8.9104922	22.567913	-1.83768154	C1orf116	chromosome 1 open reading frame 116
201377_at	4.04e-13	1.67e-14	8.8974265	22.501496	0.61493506	UBAP2L	ubiquitin associated protein 2 like
214771_x_at	4.07e-13	1.68e-14	-8.8958452	22.493459	-0.52454348	MPRIP	myosin phosphatase Rho interacting protein
213532_at	4.14e-13	1.71e-14	8.8923361	22.475624	0.66432173	ADAM17	ADAM metallopeptidase domain 17
208821_at	4.14e-13	1.71e-14	8.8921618	22.474738	0.72961747	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1
203002_at	4.17e-13	1.73e-14	-8.8899636	22.463566	-0.93190424	AMOTL2	angiomotin like 2
212247_at	4.17e-13	1.73e-14	8.8899345	22.463418	0.6836981	NUP205	nucleoporin 205
204784_s_at	4.17e-13	1.73e-14	8.8898619	22.463049	1.1197319	MLF1	myeloid leukemia factor 1
201834_at	4.20e-13	1.75e-14	-8.8883184	22.455205	-0.48259327	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1
213929_at	4.20e-13	1.75e-14	-8.8880784	22.453985	-1.19334582	EXPH5	exophilin 5
217820_s_at	4.26e-13	1.78e-14	8.8853562	22.440151	1.24670455	ENAH	enabled homolog (Drosophila)
203022_at	4.28e-13	1.78e-14	8.8843805	22.435193	0.78076676	RNASEH2A	ribonuclease H2 subunit A
208126_s_at	4.32e-13	1.80e-14	-8.8823537	22.424894	-1.43884049	CYP2C18	cytochrome P450 family 2 subfamily C member 18
208469_s_at	4.32e-13	1.81e-14	-8.881833	22.422248	-0.32116761	PPT2-EGFL8///EGFL8///PPT2	PPT2-EGFL8 readthrough (NMD candidate)///EGF like domain multiple 8///palmitoyl-protein thioesterase 2
44783_s_at	4.39e-13	1.84e-14	8.8786861	22.406257	1.40536365	HEY1	hes related family bHLH transcription factor with YRPW motif 1
210250_x_at	4.41e-13	1.85e-14	8.8775631	22.400551	0.59155519	ADSL	adenylosuccinate lyase
216245_at	4.50e-13	1.89e-14	-8.8733097	22.378939	-0.39025194	IL1RN	interleukin 1 receptor antagonist
206295_at	4.53e-13	1.90e-14	-8.8721573	22.373084	-1.73585514	IL18	interleukin 18
209044_x_at	4.58e-13	1.93e-14	8.8696163	22.360174	0.58128642	SF3B4	splicing factor 3b subunit 4
202952_s_at	4.61e-13	1.94e-14	8.8682378	22.35317	0.66305646	ADAM12	ADAM metallopeptidase domain 12
219770_at	4.68e-13	1.97e-14	8.865053	22.33699	0.48480371	GTDC1	glycosyltransferase like domain containing 1
212586_at	4.79e-13	2.02e-14	-8.8601256	22.311959	-1.08894809	CAST	calpastatin
212502_at	4.82e-13	2.04e-14	8.8586805	22.304618	0.69081056	ADO	2-aminoethanethiol dioxygenase
212443_at	4.94e-13	2.09e-14	-8.853874	22.280204	-1.07303132	NBEAL2	neurobeachin like 2
222258_s_at	5.00e-13	2.12e-14	8.8511938	22.26659	1.02866344	SH3BP4	SH3 domain binding protein 4
207993_s_at	5.07e-13	2.15e-14	-8.8484905	22.25286	-0.5353574	CHP1	calcineurin like EF-hand protein 1
211986_at	5.07e-13	2.15e-14	-8.8482751	22.251766	-0.75170697	AHNAK	AHNAK nucleoprotein
203091_at	5.13e-13	2.18e-14	8.8457529	22.238956	0.38740933	FUBP1	far upstream element binding protein 1
206491_s_at	5.13e-13	2.18e-14	-8.8455047	22.237696	-0.58924506	NAPA	NSF attachment protein alpha
202505_at	5.14e-13	2.19e-14	8.8450373	22.235322	0.45972159	SNRPB2	small nuclear ribonucleoprotein polypeptide B2
212197_x_at	5.22e-13	2.22e-14	-8.8418649	22.219211	-0.50471228	MPRIP	myosin phosphatase Rho interacting protein
204128_s_at	5.30e-13	2.26e-14	8.8385078	22.202163	0.53117724	RFC3	replication factor C subunit 3
209549_s_at	5.31e-13	2.27e-14	8.8380954	22.200069	0.43889677	DGUOK	deoxyguanosine kinase
212740_at	5.33e-13	2.28e-14	8.8372462	22.195757	0.66565368	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4
214451_at	5.35e-13	2.29e-14	-8.8363619	22.191266	-0.49071463	TFAP2B	transcription factor AP-2 beta
203830_at	5.42e-13	2.32e-14	8.8335679	22.177079	0.27640786	C17orf75	chromosome 17 open reading frame 75
218979_at	5.42e-13	2.32e-14	8.8331768	22.175093	0.5720531	RMI1	RecQ mediated genome instability 1
219060_at	5.45e-13	2.34e-14	8.8320785	22.169516	0.64558328	WDYHV1	WDYHV motif containing 1
219161_s_at	5.50e-13	2.36e-14	8.8300693	22.159315	0.71522293	CKLF-CMTM1///CKLF	CKLF-CMTM1 readthrough///chemokine like factor
208850_s_at	5.66e-13	2.43e-14	8.8241586	22.129305	1.05647288	THY1	Thy-1 cell surface antigen
213134_x_at	5.72e-13	2.46e-14	8.8219433	22.118059	0.91371055	BTG3	BTG anti-proliferation factor 3
209498_at	5.78e-13	2.49e-14	-8.8198637	22.107501	-1.55461577	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
222047_s_at	6.01e-13	2.59e-14	8.8120777	22.067978	0.47963174	SRRT	serrate, RNA effector molecule
215163_at	6.17e-13	2.66e-14	8.806727	22.040819	0.81496922		
212459_x_at	6.21e-13	2.69e-14	-8.805146	22.032795	-0.71889628	SUCLG2	succinate-CoA ligase GDP-forming beta subunit
217829_s_at	6.22e-13	2.69e-14	8.8047973	22.031025	0.49328481	USP39	ubiquitin specific peptidase 39
210401_at	6.30e-13	2.73e-14	-8.8019973	22.016815	-0.46208471	P2RX1	purinergic receptor P2X 1
220642_x_at	6.40e-13	2.77e-14	8.7987818	22.000496	0.54542371	GPR89A///GPR89B	G protein-coupled receptor 89A///G protein-coupled receptor 89B
211610_at	6.59e-13	2.86e-14	-8.7928921	21.970609	-0.45573748	KLF6	Kruppel like factor 6
210276_s_at	6.67e-13	2.90e-14	-8.7903655	21.957789	-0.78376542	NOL12///TRIOBP	nucleolar protein 12///TRIO and F-actin binding protein
216306_x_at	6.67e-13	2.90e-14	8.7901022	21.956453	0.49908922	MIR4745///PTBP1	microRNA 4745///polypyrimidine tract binding protein 1
212499_s_at	6.69e-13	2.91e-14	8.7895085	21.95344	0.65866413	MAPK1IP1L///FCF1	mitogen-activated protein kinase 1 interacting protein 1 like///FCF1 rRNA-processing protein
204839_at	6.72e-13	2.93e-14	8.7883494	21.947559	0.60924345	POP5	POP5 homolog, ribonuclease P/MRP subunit
203585_at	6.76e-13	2.95e-14	-8.7867479	21.939433	-1.91743146	ZNF185	zinc finger protein 185 (LIM domain)
201469_s_at	6.76e-13	2.95e-14	8.7866674	21.939025	0.79438288	SHC1	SHC adaptor protein 1
212022_s_at	6.80e-13	2.97e-14	8.7853938	21.932563	0.58008993	MKI67	marker of proliferation Ki-67
218848_at	6.84e-13	2.99e-14	8.784186	21.926435	0.54523973	THOC6	THO complex 6
214193_s_at	6.97e-13	3.05e-14	8.7803318	21.906881	0.4282627	DIEXF	digestive organ expansion factor homolog (zebrafish)
205657_at	7.08e-13	3.10e-14	-8.7770168	21.890064	-0.27098091	HAAO	3-hydroxyanthranilate 3,4-dioxygenase
221898_at	7.19e-13	3.15e-14	8.7738923	21.874214	0.89777894	PDPN	podoplanin
213684_s_at	7.21e-13	3.17e-14	-8.7731589	21.870494	-1.13597926	PDLIM5	PDZ and LIM domain 5
217919_s_at	7.28e-13	3.20e-14	8.7711084	21.860092	0.58578399	MRPL42	mitochondrial ribosomal protein L42
215821_x_at	7.33e-13	3.23e-14	-8.7695335	21.852104	-0.64316389	PSG11///PSG3	pregnancy specific beta-1-glycoprotein 11///pregnancy specific beta-1-glycoprotein 3
207980_s_at	7.34e-13	3.24e-14	-8.7689151	21.848967	-1.4555807	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
202153_s_at	7.48e-13	3.30e-14	8.7652489	21.830372	0.6548109	NUP62	nucleoporin 62
212541_at	7.55e-13	3.34e-14	8.7629731	21.81883	0.4980267	FLAD1	flavin adenine dinucleotide synthetase 1
201141_at	7.55e-13	3.34e-14	8.762875	21.818333	1.32028515	GPNMB	glycoprotein nmb
203627_at	7.71e-13	3.41e-14	8.7586363	21.796836	0.62013219	IGF1R	insulin like growth factor 1 receptor
200613_at	7.76e-13	3.44e-14	8.7571097	21.789094	0.61350193	AP2M1	adaptor related protein complex 2 mu 1 subunit
209193_at	7.80e-13	3.46e-14	-8.7558854	21.782885	-1.04653951	PIM1	Pim-1 proto-oncogene, serine/threonine kinase
201531_at	8.01e-13	3.56e-14	-8.7506377	21.756275	-0.95819756	ZFP36	ZFP36 ring finger protein
204168_at	8.36e-13	3.71e-14	-8.7421295	21.713136	-0.84091406	MGST2	microsomal glutathione S-transferase 2
202696_at	8.57e-13	3.82e-14	-8.7368862	21.686555	-0.66647545	OXSR1	oxidative stress responsive 1
209680_s_at	8.57e-13	3.82e-14	8.7368745	21.686495	0.4596567	KIFC1	kinesin family member C1
222268_x_at	8.60e-13	3.83e-14	-8.7360933	21.682535	-0.48070041	MUC5B	mucin 5B, oligomeric mucus/gel-forming
218929_at	8.70e-13	3.88e-14	-8.7335209	21.669495	-0.85899531	CDKN2AIP	CDKN2A interacting protein
218036_x_at	8.76e-13	3.91e-14	8.7321752	21.662674	0.69440421	NMD3	NMD3 ribosome export adaptor
203274_at	8.80e-13	3.93e-14	8.7310962	21.657204	0.66129643	F8A3///F8A2///F8A1	coagulation factor VIII-associated 3///coagulation factor VIII-associated 2///coagulation factor VIII-associated 1
200698_at	8.82e-13	3.95e-14	8.7303968	21.653659	0.61115166	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
219680_at	9.01e-13	4.04e-14	-8.7259896	21.63132	-0.70678908	NLRX1	NLR family member X1
207059_at	9.27e-13	4.16e-14	-8.7202679	21.602322	-1.50358985	PAX9	paired box 9
221214_s_at	9.51e-13	4.27e-14	8.7150891	21.576077	0.6249027	MIR7114///NSMF	microRNA 7114///NMDA receptor synaptonuclear signaling and neuronal migration factor
219493_at	9.53e-13	4.28e-14	8.7145458	21.573324	0.58569021	SHCBP1	SHC binding and spindle associated 1
205883_at	9.78e-13	4.40e-14	-8.709301	21.546748	-1.01930599	ZBTB16	zinc finger and BTB domain containing 16
201558_at	9.91e-13	4.46e-14	8.7066005	21.533065	0.59734585	RAE1	ribonucleic acid export 1
212160_at	1.02e-12	4.57e-14	8.7016563	21.508016	0.93040222	XPOT	exportin for tRNA
211748_x_at	1.05e-12	4.73e-14	-8.6951476	21.475043	-0.78863351	PTGDS	prostaglandin D2 synthase
201947_s_at	1.05e-12	4.76e-14	8.6939401	21.468927	0.81056332	CCT2	chaperonin containing TCP1 subunit 2
212129_at	1.06e-12	4.80e-14	8.6924136	21.461194	0.47712589	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2
204980_at	1.06e-12	4.80e-14	-8.6921631	21.459925	-0.47127009	CLOCK	clock circadian regulator
213560_at	1.07e-12	4.83e-14	-8.6908986	21.45352	-0.25265133	GADD45B	growth arrest and DNA damage inducible beta
201821_s_at	1.15e-12	5.20e-14	8.6769149	21.382698	0.47894247	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)
210135_s_at	1.15e-12	5.21e-14	8.6763092	21.379631	0.62838353	SHOX2	short stature homeobox 2
207511_s_at	1.15e-12	5.23e-14	-8.6754482	21.375271	-0.43564791	CNPPD1	cyclin Pas1/PHO80 domain containing 1
220073_s_at	1.18e-12	5.38e-14	-8.6700764	21.348071	-0.60598594	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6
202454_s_at	1.19e-12	5.44e-14	-8.6680853	21.33799	-1.03107375	ERBB3	erb-b2 receptor tyrosine kinase 3
217805_at	1.21e-12	5.51e-14	8.6653052	21.323914	0.69998485	ILF3	interleukin enhancer binding factor 3
204755_x_at	1.21e-12	5.53e-14	-8.664786	21.321285	-1.23205591	HLF	HLF, PAR bZIP transcription factor
220980_s_at	1.22e-12	5.55e-14	8.6639286	21.316945	0.48202849	ADPGK	ADP dependent glucokinase
205402_x_at	1.25e-12	5.70e-14	-8.6590108	21.292049	-0.68835674	PRSS2	protease, serine 2
203791_at	1.26e-12	5.74e-14	-8.6574814	21.284307	-0.85832243	DMXL1	Dmx like 1
205044_at	1.28e-12	5.84e-14	-8.6541736	21.267562	-1.98161317	GABRP	gamma-aminobutyric acid type A receptor pi subunit
212060_at	1.28e-12	5.86e-14	8.6535531	21.264422	0.67515384	U2SURP	U2 snRNP associated SURP domain containing
206451_at	1.28e-12	5.89e-14	8.6526538	21.25987	0.46940711	TBCCD1	TBCC domain containing 1
202309_at	1.33e-12	6.12e-14	8.6450208	21.221237	0.71286291	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
214706_at	1.34e-12	6.16e-14	8.6436522	21.214311	0.34742563	ZNF200	zinc finger protein 200
219978_s_at	1.35e-12	6.20e-14	8.64251	21.20853	0.58260134	NUSAP1	nucleolar and spindle associated protein 1
200608_s_at	1.37e-12	6.32e-14	8.63891	21.190313	0.8867201	RAD21	RAD21 cohesin complex component
218708_at	1.38e-12	6.39e-14	8.6367519	21.179392	0.48504087	NXT1	nuclear transport factor 2 like export factor 1
220355_s_at	1.38e-12	6.39e-14	-8.6366929	21.179094	-0.35517554	PBRM1	polybromo 1
209596_at	1.40e-12	6.46e-14	8.6345853	21.168429	1.06059111	MXRA5	matrix remodeling associated 5
208447_s_at	1.42e-12	6.55e-14	8.6319343	21.155016	0.59590706	PRPS1	phosphoribosyl pyrophosphate synthetase 1
202820_at	1.42e-12	6.58e-14	8.6310237	21.150408	0.68445345	AHR	aryl hydrocarbon receptor
218349_s_at	1.46e-12	6.76e-14	8.6256707	21.123326	0.7995845	ZWILCH	zwilch kinetochore protein
212268_at	1.46e-12	6.77e-14	-8.6255037	21.122481	-2.03072617	SERPINB1	serpin family B member 1
213240_s_at	1.48e-12	6.86e-14	-8.6228917	21.109268	-2.60628688	KRT4	keratin 4
210093_s_at	1.51e-12	7.04e-14	8.617781	21.083415	0.66312869	MAGOHB///MAGOH	mago homolog B, exon junction complex core component///mago homolog, exon junction complex core component
212591_at	1.51e-12	7.04e-14	8.6177624	21.083321	0.60447649	ARID4B///RBM34	AT-rich interaction domain 4B///RNA binding motif protein 34
211195_s_at	1.53e-12	7.10e-14	8.6161978	21.075407	0.66993948	TP63	tumor protein p63
219149_x_at	1.55e-12	7.23e-14	8.6126904	21.057667	0.30435643	DBR1	debranching RNA lariats 1
206891_at	1.56e-12	7.28e-14	-8.6112806	21.050536	-0.31243846	ACTN3	actinin alpha 3 (gene/pseudogene)
220289_s_at	1.62e-12	7.55e-14	-8.6041447	21.014448	-1.56374723	AIM1L	absent in melanoma 1-like
221591_s_at	1.62e-12	7.59e-14	8.6032393	21.00987	0.62750128	FAM64A	family with sequence similarity 64 member A
210001_s_at	1.63e-12	7.62e-14	8.6024301	21.005777	0.86416277	SOCS1	suppressor of cytokine signaling 1
209105_at	1.65e-12	7.72e-14	-8.5998536	20.992749	-0.56018276	NCOA1	nuclear receptor coactivator 1
202220_at	1.71e-12	7.99e-14	8.5931553	20.958882	0.753253	KIAA0907	KIAA0907
213164_at	1.71e-12	8.04e-14	8.5920352	20.953219	0.74787377	SLC5A3	solute carrier family 5 member 3
209980_s_at	1.73e-12	8.10e-14	-8.5904506	20.945208	-0.83761721	MIR6778///SHMT1	microRNA 6778///serine hydroxymethyltransferase 1
207057_at	1.73e-12	8.11e-14	-8.5903512	20.944705	-0.78111695	SLC16A7	solute carrier family 16 member 7
218399_s_at	1.74e-12	8.17e-14	8.5888837	20.937286	0.70970366	CDCA4	cell division cycle associated 4
207620_s_at	1.78e-12	8.39e-14	8.5835818	20.910484	0.66091181	CASK	calcium/calmodulin dependent serine protein kinase
220119_at	1.80e-12	8.46e-14	-8.5820436	20.902709	-0.54118954	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A
211061_s_at	1.85e-12	8.74e-14	8.5757386	20.870841	0.37133672	MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
222333_at	1.89e-12	8.93e-14	-8.5713861	20.848844	-0.63163551	ALS2CL	ALS2 C-terminal like
209523_at	1.89e-12	8.94e-14	8.5712283	20.848047	0.71633553	TAF2	TATA-box binding protein associated factor 2
219270_at	1.90e-12	8.96e-14	-8.5707274	20.845516	-0.58782411	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1
214106_s_at	1.93e-12	9.14e-14	-8.5670039	20.826699	-0.74422584	GMDS	GDP-mannose 4,6-dehydratase
209052_s_at	1.94e-12	9.20e-14	8.5656313	20.819763	0.4997313	WHSC1	Wolf-Hirschhorn syndrome candidate 1
204757_s_at	1.95e-12	9.23e-14	-8.5649789	20.816467	-0.34152908	C2CD2L	C2CD2 like
210958_s_at	1.97e-12	9.36e-14	-8.5623244	20.803054	-0.62260147	MAST4	microtubule associated serine/threonine kinase family member 4
201515_s_at	2.00e-12	9.50e-14	8.5593968	20.788262	0.6720801	TSN	translin
221826_at	2.03e-12	9.67e-14	8.555999	20.771096	0.45537857	ANGEL2	angel homolog 2
219267_at	2.03e-12	9.69e-14	-8.5556388	20.769276	-1.57856778	GLTP	glycolipid transfer protein
205864_at	2.06e-12	9.80e-14	-8.5533161	20.757542	-0.47676561	SLC7A4	solute carrier family 7 member 4
212112_s_at	2.06e-12	9.82e-14	-8.5528783	20.75533	-0.59057648	STX12	syntaxin 12
211114_x_at	2.06e-12	9.85e-14	8.5523819	20.752823	0.30864663	GEMIN2	gem nuclear organelle associated protein 2
210627_s_at	2.06e-12	9.86e-14	8.5521235	20.751517	0.40768936	MOGS	mannosyl-oligosaccharide glucosidase
205483_s_at	2.09e-12	1.00e-13	8.5493032	20.737271	1.87011342	ISG15	ISG15 ubiquitin-like modifier
209682_at	2.15e-12	1.03e-13	8.5436114	20.708521	0.90890224	CBLB	Cbl proto-oncogene B
200975_at	2.15e-12	1.03e-13	8.5432057	20.706472	0.89667632	PPT1	palmitoyl-protein thioesterase 1
201726_at	2.16e-12	1.04e-13	8.542467	20.702741	0.4912205	ELAVL1	ELAV like RNA binding protein 1
209318_x_at	2.16e-12	1.04e-13	-8.5422425	20.701607	-1.29861564	PLAGL1	PLAG1 like zinc finger 1
204393_s_at	2.20e-12	1.06e-13	-8.5382291	20.681337	-1.25612947	ACPP	acid phosphatase, prostate
208505_s_at	2.24e-12	1.08e-13	-8.5349297	20.664676	-0.73905795	FUT2	fucosyltransferase 2
201175_at	2.25e-12	1.08e-13	8.5339942	20.659952	0.49064661	TMX2	thioredoxin related transmembrane protein 2
211034_s_at	2.25e-12	1.08e-13	-8.5338556	20.659251	-0.44035864	HECTD4	HECT domain E3 ubiquitin protein ligase 4
206052_s_at	2.29e-12	1.11e-13	8.5299399	20.639479	0.64377865	SLBP	stem-loop binding protein
203928_x_at	2.30e-12	1.11e-13	-8.5288944	20.6342	-0.30581461	MAPT	microtubule associated protein tau
218905_at	2.36e-12	1.14e-13	8.5237649	20.608301	0.54441055	INTS8	integrator complex subunit 8
202544_at	2.38e-12	1.15e-13	8.5215495	20.597117	0.46905876	GMFB	glia maturation factor beta
214507_s_at	2.39e-12	1.16e-13	8.5206776	20.592715	0.54901786	EXOSC2	exosome component 2
221841_s_at	2.42e-12	1.17e-13	-8.5184974	20.581709	-1.17854272	KLF4	Kruppel like factor 4
213334_x_at	2.43e-12	1.18e-13	8.5170134	20.574217	0.58304945	HAUS7	HAUS augmin like complex subunit 7
218550_s_at	2.44e-12	1.19e-13	-8.516218	20.570203	-0.40270947	LRRC20	leucine rich repeat containing 20
201529_s_at	2.44e-12	1.19e-13	8.5161853	20.570037	0.7246927	RPA1	replication protein A1
207338_s_at	2.47e-12	1.20e-13	8.5137282	20.557634	0.43121828	ZNF200	zinc finger protein 200
204382_at	2.47e-12	1.20e-13	8.5135387	20.556678	0.39596518	NAT9	N-acetyltransferase 9 (putative)
208761_s_at	2.49e-12	1.21e-13	8.5117231	20.547514	0.50234657	SUMO1	small ubiquitin-like modifier 1
219098_at	2.50e-12	1.22e-13	8.5109332	20.543527	0.43921646	MYBBP1A	MYB binding protein 1a
214101_s_at	2.56e-12	1.25e-13	-8.5061709	20.519491	-0.54018673	NPEPPS	aminopeptidase puromycin sensitive
218842_at	2.57e-12	1.25e-13	8.5051929	20.514555	0.55634354	RPAP3	RNA polymerase II associated protein 3
200867_at	2.59e-12	1.27e-13	8.5033707	20.505359	0.61272447	RNF114	ring finger protein 114
217846_at	2.62e-12	1.28e-13	-8.5009491	20.493139	-0.45713609	MIR6890///QARS	microRNA 6890///glutaminyl-tRNA synthetase
218670_at	2.62e-12	1.28e-13	8.5008621	20.4927	0.57703852	PUS1	pseudouridylate synthase 1
210130_s_at	2.63e-12	1.29e-13	-8.5000264	20.488483	-0.91508818	TM7SF2	transmembrane 7 superfamily member 2
200077_s_at	2.72e-12	1.34e-13	8.4928599	20.452322	0.30208528	OAZ1	ornithine decarboxylase antizyme 1
205548_s_at	2.75e-12	1.35e-13	8.4908452	20.442158	0.96106963	BTG3	BTG anti-proliferation factor 3
220607_x_at	2.77e-12	1.36e-13	8.4892206	20.433961	0.66780751	NELFCD	negative elongation factor complex member C/D
202183_s_at	2.77e-12	1.36e-13	8.4888984	20.432336	0.40095636	KIF22	kinesin family member 22
205640_at	2.81e-12	1.39e-13	-8.4856573	20.415985	-0.41752608	ALDH3B1	aldehyde dehydrogenase 3 family member B1
211667_x_at	2.85e-12	1.40e-13	-8.4833051	20.404119	-0.3330525	TRAV12-2	T cell receptor alpha variable 12-2
212709_at	2.86e-12	1.41e-13	8.4822042	20.398566	0.65792356	NUP160	nucleoporin 160
206214_at	2.86e-12	1.41e-13	8.4820428	20.397752	0.50086288	PLA2G7	phospholipase A2 group VII
204249_s_at	2.90e-12	1.43e-13	-8.4792055	20.38344	-0.92102876	LMO2	LIM domain only 2
219146_at	2.91e-12	1.44e-13	8.4785303	20.380035	0.33552687	TEFM	transcription elongation factor, mitochondrial
216228_s_at	2.95e-12	1.46e-13	8.4756691	20.365604	0.3755874	WDHD1	WD repeat and HMG-box DNA binding protein 1
201731_s_at	2.95e-12	1.46e-13	8.4755039	20.36477	0.38088238	TPR	translocated promoter region, nuclear basket protein
200618_at	2.95e-12	1.47e-13	8.4747709	20.361074	0.42038611	LASP1	LIM and SH3 protein 1
218309_at	2.99e-12	1.48e-13	-8.4724436	20.349336	-1.14857481	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1
202962_at	2.99e-12	1.49e-13	-8.4719357	20.346775	-0.55388775	KIF13B	kinesin family member 13B
211994_at	3.13e-12	1.56e-13	-8.4630085	20.301759	-0.60936265	WNK1	WNK lysine deficient protein kinase 1
212281_s_at	3.21e-12	1.60e-13	8.4579238	20.276122	1.24420173	TMEM97	transmembrane protein 97
207595_s_at	3.21e-12	1.60e-13	8.4573761	20.273361	0.56872461	BMP1	bone morphogenetic protein 1
209153_s_at	3.28e-12	1.64e-13	8.4534939	20.253789	0.66151459	TCF3	transcription factor 3
216257_at	3.31e-12	1.65e-13	-8.4513771	20.243119	-0.82656377	SERPINB13	serpin family B member 13
218000_s_at	3.31e-12	1.66e-13	-8.4511059	20.241751	-1.31262077	PHLDA1	pleckstrin homology like domain family A member 1
218959_at	3.40e-12	1.70e-13	8.4455621	20.213808	0.72220859	HOXC10	homeobox C10
201486_at	3.44e-12	1.72e-13	8.4430609	20.201202	0.66149015	RCN2	reticulocalbin 2
207396_s_at	3.46e-12	1.73e-13	8.4420372	20.196043	0.57570177	ALG3	ALG3, alpha-1,3- mannosyltransferase
200598_s_at	3.46e-12	1.74e-13	8.4416924	20.194305	0.88072039	MIR3652///HSP90B1	microRNA 3652///heat shock protein 90 beta family member 1
206875_s_at	3.49e-12	1.75e-13	-8.4400983	20.186271	-1.17151263	SLK	STE20 like kinase
40837_at	3.61e-12	1.81e-13	-8.4332053	20.151536	-0.33893473	TLE2	transducin like enhancer of split 2
211834_s_at	3.61e-12	1.81e-13	8.4331974	20.151496	0.95586571	TP63	tumor protein p63
217774_s_at	3.64e-12	1.83e-13	8.43101	20.140474	0.59956833	TRMT112	tRNA methyltransferase 11-2 homolog (S. cerevisiae)
217975_at	3.71e-12	1.87e-13	8.427562	20.123102	0.69561644	TCEAL9	transcription elongation factor A like 9
213452_at	3.73e-12	1.88e-13	8.4261564	20.11602	0.40712738	ZNF184	zinc finger protein 184
201068_s_at	3.74e-12	1.89e-13	8.4253966	20.112193	0.57507388	PSMC2	proteasome 26S subunit, ATPase 2
218470_at	3.75e-12	1.90e-13	8.4244483	20.107415	0.41578712	YARS2	tyrosyl-tRNA synthetase 2
218154_at	3.76e-12	1.90e-13	8.4237591	20.103943	0.37669793	GSDMD	gasdermin D
213549_at	3.77e-12	1.91e-13	-8.4231868	20.10106	-0.56717923	PDZD8	PDZ domain containing 8
210426_x_at	3.80e-12	1.93e-13	-8.4214386	20.092253	-1.16973283	RORA	RAR related orphan receptor A
208828_at	3.81e-12	1.93e-13	8.4208559	20.089318	0.71888785	POLE3	DNA polymerase epsilon 3, accessory subunit
200700_s_at	3.83e-12	1.94e-13	8.4198134	20.084066	0.59166095	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
